3362.4032258064517,1462.4032258064522
3507.564516129032,1450.3064516129039
3664.822580645161,1450.3064516129039
3822.08064516129,1450.3064516129039
3338.209677419355,1305.1451612903234
3507.564516129032,1293.0483870967746
3664.822580645161,1293.0483870967746
3822.08064516129,1293.0483870967746
3338.209677419355,1135.7903225806458
3495.467741935484,1135.7903225806458
3652.7258064516127,1135.7903225806458
3809.9838709677415,1147.887096774194
3338.209677419355,954.33870967742
3495.467741935484,966.4354838709683
3640.6290322580644,978.5322580645166
3809.9838709677415,954.33870967742
3326.112903225806,821.2741935483878
3483.3709677419356,809.1774193548395
3640.6290322580644,809.1774193548395
3797.887096774193,809.1774193548395
3326.112903225806,664.0161290322585
3471.2741935483873,664.0161290322585
3640.6290322580644,664.0161290322585
3797.887096774193,664.0161290322585
