3781.411735602612,1519.784979220265
3888.2789432020586,1496.036710864833
3793.285869780329,1401.0436374431029
3876.404809024342,1412.9177716208192
3781.411735602612,1341.6729665545222
3864.530674846626,1341.6729665545222
3769.5376014248964,1246.6798931327921
3876.404809024342,1258.5540273105084
3757.6634672471796,1199.1833564219273
3864.530674846626,1175.4350880664952
3781.411735602612,1104.1902830001977
3864.530674846626,1092.3161488224814
3781.411735602612,1021.0713437561844
3852.656540668909,1009.1972095784681
3769.5376014248964,937.9524045121707
3852.656540668909,937.9524045121707
3769.5376014248964,854.8334652681574
3852.656540668909,854.8334652681574
3757.6634672471796,771.7145260241441
3852.656540668909,771.7145260241441
3769.5376014248964,700.4697209578462
3840.7824064911933,700.4697209578462
3757.6634672471796,617.3507817138334
3828.9082723134775,617.3507817138334
